Kids/Family: Children's Pop;32234
Kids/Family: Educational;47020
Kids/Family: General Children's Music;63510
Kids/Family: Kid Friendly;35262
Kids/Family: Lullabies;20537
Kids/Family: Sing-Along/Interactive;36177
Latin: Banda;15461
Latin: Corrido;17764
Latin: Cumbia;27434
Latin: General;24015
Latin: Latin Folk;26623
Latin: Latin Jazz;14136
Latin: Latin Pop;60906
Latin: Latin Rap;24455
Latin: Norteño;24217
Latin: Ranchera;14441
Latin: Salsa;18270
Metal/Punk: Alternative Metal;45548
Metal/Punk: American Punk;23568
Metal/Punk: Black Metal;21266
Metal/Punk: Death Metal;47420
Metal/Punk: Doom/Stoner Metal;17015
Metal/Punk: Garage Punk;18701
Metal/Punk: Hardcore Punk;31062
Metal/Punk: Heavy Metal;63522
Metal/Punk: Instrumental Metal;14295
Metal/Punk: Metalcore;25604
Metal/Punk: Post-Hardcore;16215
Metal/Punk: Post-Punk;23622
Metal/Punk: Power Metal;15148
Metal/Punk: Progressive Metal;42729
Metal/Punk: Thrash/Speed Metal;30392
Mood: Dreamy;18802
Mood: Fun;26930
Mood: Party Music;41227
Mood: Upbeat;21930
New Age: Ambient;56098
New Age: Contemporary Instrumental;48771
New Age: Healing;24023
New Age: Meditation;43923
New Age: Neo-Classical;25071
New Age: New Age;30059
New Age: Relaxation;45410
New Age: Solo Instrumental;35215
New Age: Spiritual;15662
Pop: 60's Pop;15668
Pop: 70's Pop;18978
Pop: 80's Pop;30772
Pop: 90's Pop;26771
Pop: Ambient Pop;29853
Pop: Beatles-pop;36397
Pop: British Pop;26144
Pop: California Pop;20895
Pop: Dream Pop;44775
Pop: Folky Pop;95116
Pop: Garage Pop;15351
Pop: New Romantic;20904
Pop: New Wave;29455
Pop: Party Pop;32282
Pop: Piano;42838
Pop: Pop;146436
Pop: Pop/Rock;357924
Pop: Pop Underground;48274
Pop: Power Pop;51151
Pop: Psychedelic Pop;24713
Pop: Quirky;34667
Pop: Synth Pop;35428
Pop: Today's Top 40;53803
Pop: with Electronic Production;51690
Pop: with Live-band Production;22038
R&B/Soul: Contemporary R&B/Soul;37148
R&B/Soul: Funk;34028
R&B/Soul: Neo-Soul;37743
R&B/Soul: R&B Pop Crossover;65641
R&B/Soul: R&B Rap mix;120811
R&B/Soul: Rhythm & Blues;25295
R&B/Soul: Smooth Soul;20159
R&B/Soul: Soul;47526
R&B/Soul: Traditional R&B;19809
R&B/Soul: Urban;68349
Reggae: Dancehall;35590
Reggae: Dub;14814
Reggae: Pop-Reggae;30693
Reggae: Reggae rock;26095
Reggae: Roots Reggae;38521
Reggae: Ska;14007
Reggae: Smooth Reggae;18742
Rock: 60's Rock;21880
Rock: 70's Rock;50637
Rock: 80's Rock;40514
Rock: 90's Rock;59671
Rock: Acoustic;128193
Rock: Adult Alternative Pop/Rock;307545
Rock: Adult Contemporary;61365
Rock: Album Rock;78995
Rock: Americana;129057
Rock: American Underground;34692
Rock: Arena Rock;15044
Rock: Classic Rock;79034
Rock: College Rock;31671
Rock: Comedy Rock;18630
Rock: Country-Rock;29331
Rock: Emo;26686
Rock: Experimental Rock;66924
Rock: Folk Rock;93856
Rock: Funk Rock;41328
Rock: Garage Rock;65875
Rock: Goth;20442
Rock: Grunge;40374
Rock: Hard Rock;164454
Rock: Industrial Rock;14349
Rock: Instrumental Rock;83214
Rock: Jam-band;22640
Rock: Latin Rock;18112
Rock: Lo-Fi;35622
Rock: Modern Rock;126453
Rock: Post-Rock/Experimental;50117
Rock: Progressive Rock;123411
Rock: Psychedelic;78677
Rock: Punk;100099
Rock: Punk-Pop;62214
Rock: Retro-Rock;13912
Rock: Rock & Roll;87392
Rock: Rockabilly;16947
Rock: Rock en Español;38861
Rock: Roots Rock;36133
Rock: Shoegaze;22165
Rock: Soft Rock;37877
Rock: Southern Rock;23220
Rock: Space Rock;18080
Rock: Surf Rock;19459
Solo Female Artist;14138
Solo Male Artist;46384
Spiritual;13573
Spiritual: Christian Rap;31935
Spiritual: Christian Rock;39666
Spiritual: Contemporary Christian;204196
Spiritual: Contemporary Gospel;106686
Spiritual: Country Gospel;20991
Spiritual: Hymns;34324
Spiritual: Inspirational;130038
Spiritual: Instrumental Gospel;15862
Spiritual: Mantras;16732
Spiritual: Praise & Worship;128561
Spiritual: Southern Gospel;16498
Spiritual: Spirituals;23693
Spiritual: Traditional Gospel;29645
Spoken Word: Audiobook;16154
Spoken Word: Comedy;18076
Spoken Word: Inspirational;14968
Spoken Word: Poetry;23239
Spoken Word: With Music;24769
Type: Lyrical;13517
Type: Vocal;20960
Urban/R&B: Contemporary urban;16528
Urban/R&B: Funk;20627
Urban/R&B: Neo-Soul;22206
Urban/R&B: R&B Pop Crossover;41910
Urban/R&B: R&B Rap mix;82238
Urban/R&B: Rhythm & Blues;16395
Urban/R&B: Soul;34245
Urban/R&B: Urban;49847
World: African;21097
World: Afro-Beat;20520
World: Caribbean;23550
World: Celtic;33717
World: Folklore;19137
World: Native American;17425
World: South American;24393
World: World Beat;20432
World: World Fusion;66189
World: World Traditions;29335
